num_features,auc_mean,auc_std
1,0.68469107174195099,0.0074530129070308976
6,0.93369599467221898,0.0037050770366372204
11,0.96751979928430332,0.002489586808553827
16,0.97787644649758443,0.0025277576612587538
21,0.98039693810396233,0.0038251768421580221
26,0.98354851116726449,0.0034051344671126105
31,0.9835024065069734,0.0043638399238253118
36,0.9837435480952984,0.0043294393820790516
41,0.98463138558970531,0.0039592165099738849
46,0.98604399994730318,0.0040516561970954873
51,0.98680121221335848,0.0035027535477513382
56,0.98799842980651942,0.003259956485794854
61,0.9885158222968351,0.0030440466511607316
66,0.9883721974890024,0.0032848596555269949
71,0.98902055819305601,0.0029242414456057239
76,0.98895467087478783,0.002949604751592649
81,0.98996891606198489,0.0027798526843617623
86,0.99027440519636856,0.003116847571512532
91,0.99040903361159582,0.0030266915632876428
96,0.99045550402193139,0.0031325006089551418
101,0.99027162573212102,0.0035089985950521384
106,0.99025153453342285,0.0035612824259770633
111,0.99027921047969314,0.0034272276693023923
116,0.99021962379568063,0.0037667462607962757
121,0.99008425906861475,0.0038978369839799314
126,0.99022031229312246,0.003805702808506711
131,0.99046118871476307,0.0037487902726464559
136,0.99052601244214211,0.003766043604508832
141,0.99013004455289344,0.0039222886844177355
146,0.99041903525351804,0.0039425794971190637
151,0.99027590497694351,0.0039884739712297522
156,0.99035017497593703,0.0039321341652809707
161,0.99035341692813283,0.0040319406923264587
166,0.99054393982206612,0.0037132068526491229
171,0.99061368467379995,0.0039758428884157362
176,0.99053046997102601,0.0040507777512458262
181,0.99048214902283882,0.0041560952281268484
186,0.99072525630629571,0.0035191569055835715
191,0.99053840912883317,0.0039826900062652389
196,0.99054778790656628,0.00408263114660246
201,0.99083010538737992,0.0037885980373087288
206,0.99078759984035636,0.0038830174744440226
211,0.99085916894081183,0.0040026408806737484
216,0.99059496160652283,0.0039750077384349903
221,0.99084147912173348,0.0042513082734953267
226,0.99063593849533627,0.0044012289733548178
231,0.99100384269811237,0.0037439176530108102
236,0.99085538854142996,0.0040580672895110864
241,0.9909059025428355,0.0042203569435013272
246,0.99104126541189885,0.0037746173513649958
251,0.99092804940586121,0.0039611575255715688
256,0.99081431122939079,0.0041640769766960652
261,0.991077072868779,0.0035583760655576793
266,0.99114100993176502,0.0040455729456859392
271,0.99108309148701146,0.00385485125151863
276,0.99124066727422888,0.0039595672663481031
281,0.99134998979102362,0.0037772173937476936
286,0.99129882956799498,0.0039254073388974827
291,0.99135083839850313,0.0037955106391921105
296,0.99098603151843867,0.0041891091642864567
301,0.99131625148077207,0.0037328101438427359
306,0.99126170380650969,0.0038785949769310781
311,0.99123431087078651,0.003842528252661812
316,0.99138801677333288,0.0036496905426493882
321,0.99166187446049192,0.0034712446362141088
326,0.9914045015901336,0.003980096970736936
331,0.99128564188003687,0.0037890272650236449
336,0.99140605934232306,0.003805420402400415
341,0.99143221355461908,0.0037814431900775338
346,0.99160740688000437,0.003558217351389302
351,0.99127970249063946,0.0040242373686449461
356,0.9913386143757994,0.003834600370336937
361,0.99145039274593183,0.0037376801690829197
366,0.99141898977293685,0.0038079530995167575
371,0.99161702776986194,0.0036135181045870235
376,0.99150339062191639,0.0035617056740755246
381,0.99146440909031786,0.0037035471041886384
386,0.99156939448854131,0.0036076559815109684
391,0.99149916766718671,0.0036221550208567848
396,0.99147542655594623,0.0035655476833972989
401,0.99161113104986465,0.0035379721954871463
406,0.99165932747077723,0.0036044260566378173
411,0.99138570135960391,0.0037580744147533759
416,0.9916557788620538,0.0036759653509027216
421,0.99165020426713024,0.0035300238833642882
426,0.99157822452073807,0.0035244592458412022
431,0.99170816021139607,0.0033166781004887094
436,0.99172467874580272,0.0036066915084061887
441,0.99162649632395961,0.0036977641059106376
446,0.99163534376380424,0.0036849082514986125
451,0.99161467915071311,0.0036916596616640021
456,0.99189506838831365,0.0034929080760771167
461,0.99186470834272922,0.0034465514372617103
466,0.99150611609812733,0.0035369741992042881
471,0.99178475854139914,0.0034815972464406885
476,0.99171785049271655,0.0032743777010072897
481,0.9917475520249559,0.003523833034024653
486,0.99166727919189357,0.0036559298830169799
491,0.99166939832943157,0.0038656719980504155
496,0.99143974352493813,0.0038586498998116709
501,0.99183545079824498,0.0035751579340886669
506,0.99177933196281975,0.0036243385297208947
511,0.99166803329040931,0.0036951946218827135
516,0.99191409393962149,0.0034546121954357038
521,0.99173791630337316,0.0035807092190316917
526,0.99180846349747687,0.0035527620027610532
